# run_id: run_2026-06-24T06:26:20Z
# started_at: 2026-06-24T06:26:20Z
# git_sha: unknown
# build_type: Release
# compiler: unknown
# host: unknown
# seeds: [0]
# configs: 12
# scenarios: 2
# total_runs: 348
# elapsed_seconds: 0.0921813
run_id,config,scenario,seed,metric,value,unit
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,wall_seconds,0.00455988,s
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,ospa_mean,19.1191,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,ospa_p95,12.3305,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,gospa_mean,9.86077,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,gospa_p95,17.438,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,gospa_rms,10.5733,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,tgospa_raw,66.8715,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,tgospa_smooth,0,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,lifetime_ratio,0.975,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,track_breaks,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,id_switches,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,pos_rmse_m,7.2109,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,sog_rmse_mps,2.99035,m/s
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,cog_rmse_deg,6.73395,deg
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,lifetime_ratio:truth_1,0.975,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,track_breaks:truth_1,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,id_switches:truth_1,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,pos_rmse_m:truth_1,7.66424,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,sog_rmse_mps:truth_1,3.03878,m/s
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,cog_rmse_deg:truth_1,8.8861,deg
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,rmse_n:truth_1,39,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,lifetime_ratio:truth_2,0.975,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,track_breaks:truth_2,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,id_switches:truth_2,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,pos_rmse_m:truth_2,6.75756,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,sog_rmse_mps:truth_2,2.94192,m/s
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,cog_rmse_deg:truth_2,4.58179,deg
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,rmse_n:truth_2,39,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_mean,1.5272,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_median,1.11707,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_p95,4.40205,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_p99,5.09993,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_coverage_95,1,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_beta_hat,0.763601,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_n,78,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nees_dropped_singular,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nis_mean:ais_pos2d_sim,1.5722,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nis_coverage_95:ais_pos2d_sim,0.974359,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nis_alpha_hat:ais_pos2d_sim,0.786101,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nis_trace_ratio:ais_pos2d_sim,1.41904,ratio
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nis_n:ais_pos2d_sim,78,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht,crossing,0,nis_dropped_singular:ais_pos2d_sim,0,count
run_2026-06-24T06:26:20Z,imm_cv_ct_mht_robust,crossing,0,wall_seconds,0.00350062,s
run_2026-06-24T06:26:20Z,imm_cv_ct_mht_robust,crossing,0,ospa_mean,18.9495,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht_robust,crossing,0,ospa_p95,12.4261,m
run_2026-06-24T06:26:20Z,imm_cv_ct_mht_robust,crossing,0,gospa_mean,9.62098,m
